5/16/78	9200
5/17/78	8913
5/18/78	9044
5/19/78	9000
5/20/78	8064
5/21/78	7570
5/22/78	9089
5/23/78	9210
5/24/78	9196
5/25/78	9180
5/26/78	9514
5/27/78	8005
5/28/78	7781
5/29/78	7780
5/30/78	9630
5/31/78	9600
6/1/78	9435
6/2/78	9303
6/3/78	7971
6/4/78	7399
6/5/78	9127
6/6/78	9606
6/7/78	9328
6/8/78	9075
6/9/78	9362
6/10/78	8040
6/11/78	7581
6/12/78	9201
6/13/78	9264
6/14/78	9216
6/15/78	9175
6/16/78	9350
6/17/78	8233
6/18/78	7777
6/19/78	9543
6/20/78	9672
6/21/78	9266
6/22/78	9405
6/23/78	9598
6/24/78	8122
6/25/78	8091
6/26/78	9348
6/27/78	9857
6/28/78	9701
6/29/78	9630
6/30/78	10080
7/1/78	8209
7/2/78	7976
7/3/78	9284
7/4/78	8433
7/5/78	9675
7/6/78	10184
7/7/78	10241
7/8/78	8773
7/9/78	8102
7/10/78	9877
7/11/78	9852
7/12/78	9705
7/13/78	9984
7/14/78	10438
7/15/78	8859
7/16/78	8416
7/17/78	10026
7/18/78	10357
7/19/78	10015
7/20/78	10386
7/21/78	10332
7/22/78	9062
7/23/78	8563
7/24/78	9960
7/25/78	10349
7/26/78	10091
7/27/78	10192
7/28/78	10307
7/29/78	8677
7/30/78	8486
7/31/78	9890
8/1/78	10145
8/2/78	9824
8/3/78	10128
8/4/78	10051
8/5/78	8738
8/6/78	8442
8/7/78	10206
8/8/78	10442
8/9/78	10142
8/10/78	10284
8/11/78	10162
8/12/78	8951
8/13/78	8532
8/14/78	10127
8/15/78	10502
8/16/78	10053
8/17/78	10377
8/18/78	10355
8/19/78	8904
8/20/78	8477
8/21/78	9967
8/22/78	10229
8/23/78	9900
8/24/78	10152
8/25/78	10173
8/26/78	8782
8/27/78	8453
8/28/78	9998
8/29/78	10387
8/30/78	10063
8/31/78	9849
9/1/78	10114
9/2/78	8580
9/3/78	8355
9/4/78	8481
9/5/78	10023
9/6/78	10703
9/7/78	10292
9/8/78	10371
9/9/78	9023
9/10/78	8630
9/11/78	10154
9/12/78	10425
9/13/78	10149
9/14/78	10265
9/15/78	10265
9/16/78	9170
9/17/78	8711
9/18/78	10304
9/19/78	10711
9/20/78	10488
9/21/78	10499
9/22/78	10349
9/23/78	8735
9/24/78	8647
9/25/78	10414
9/26/78	10498
9/27/78	10344
9/28/78	10175
9/29/78	10368
9/30/78	8648
10/1/78	8686
10/2/78	9927
10/3/78	10378
10/4/78	9928
10/5/78	9949
10/6/78	10052
10/7/78	8605
10/8/78	8377
10/9/78	9765
10/10/78	10351
10/11/78	9873
10/12/78	9824
10/13/78	9755
10/14/78	8554
10/15/78	7873
10/16/78	9531
10/17/78	9938
10/18/78	9388
10/19/78	9502
10/20/78	9625
10/21/78	8411
10/22/78	7936
10/23/78	9425
10/24/78	9576
10/25/78	9328
10/26/78	9501
10/27/78	9537
10/28/78	8415
10/29/78	8155
10/30/78	9457
10/31/78	9333
11/1/78	9321
11/2/78	9245
11/3/78	9774
11/4/78	8246
11/5/78	8011
11/6/78	9507
11/7/78	9769
11/8/78	9501
11/9/78	9609
11/10/78	9652
11/11/78	8352
11/12/78	7967
11/13/78	9606
11/14/78	10014
11/15/78	9536
11/16/78	9568
11/17/78	9835
11/18/78	8432
11/19/78	7868
11/20/78	9592
11/21/78	9950
11/22/78	9548
11/23/78	7915
11/24/78	9037
11/25/78	8275
11/26/78	8068
11/27/78	9825
11/28/78	9814
11/29/78	9438
11/30/78	9396
12/1/78	9592
12/2/78	8528
12/3/78	8196
12/4/78	9767
12/5/78	9881
12/6/78	9402
12/7/78	9480
12/8/78	9398
12/9/78	8335
12/10/78	8093
12/11/78	9686
12/12/78	10063
12/13/78	9509
12/14/78	9524
12/15/78	9951
12/16/78	8507
12/17/78	8172
12/18/78	10196
12/19/78	10605
12/20/78	9998
12/21/78	9398
12/22/78	9008
12/23/78	7939
12/24/78	7964
12/25/78	7846
12/26/78	8902
12/27/78	9907
12/28/78	10177
12/29/78	10401
12/30/78	8474
12/31/78	8028
	
	
	





















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































